fcode	fsubgrp	fname	bunit	diarym	unitfo	dilfac	maxw	nut1	nut2	nut3	nut4	nut5	nut6	nut7	nut8	nut9	nut10	nut11	nut12	nut13	nut14	nut15	nut16	nut17	nut18	nut19	nut20	nut21	nut22	nut23	nut24	nut25	nut26	nut27	nut28	nut29	nut30	nut31	nut32	nut33	nut34	nut35	nut36	nut37	nut38	nut39	nut40	nut41	nut42	nut43	nut44	nut45	nut46	nut47	nut48	nut49	nut50	nut51	nut52	nut53	nut54	nut55
9016	23R	BOLOGNAISE SCE,	100	1	Grams	1	300	77.43	3.8	.22	1.26	86.25	364.76	13.03	2.12	4.02	0	179	422.26	16.86	22.09	129.42	1.58	.13	3.14	201.13	10.39	0	560.07	.41	.08	.18	5.8	21.39	.96	.36	1	20.63	.62	2.93	.8	.82	.05	.13	.06	35	1.57	.18	1.75	0	0	.22	.99	.09	483.23	15.1	137.15	.42	1.15	.56	3.23	2.07
9017	16B	COURGETTE & LEEK	100	1	Grams	1	310	49.62	2.08	15.56	.85	310.16	1290.38	8.66	23.33	17.64	0	251.85	126.67	185.78	13.65	224.81	1.07	.06	.88	274.4	26.39	218.22	129.21	1.2	.08	.21	2.52	.37	1.18	.11	.91	14.36	.59	7.14	10.9	7.45	.13	1.52	1.39	164.68	.12	.04	.1	1.81	0	0	.64	.12	129.21	0	0	0	1.07	0	2.08	1.4
9018	16A	CHEESE & TOMATO	100	1	Grams	1	230	69.46	3.13	0	1.29	177.13	736.78	9.91	14.17	3.13	0	139.32	335.35	91.42	15.9	177.42	1.66	.06	1.03	223.51	36.86	135.67	661.65	1.05	.13	.27	3.8	15.44	2.17	.2	1.48	32.61	1.07	13.49	4.07	6.3	.11	1.68	.17	237.49	1.43	.1	1.57	0	0	0	1.01	.1	644.1	0	34.04	0	1.66	0	3.13	1.58
9019	9B	LEMON PUDDING	100	1	Grams	1	180	41.77	24.36	8.33	.39	334.61	1396.96	4.69	21.53	32.7	0	48.93	92.72	64.42	8.74	85.76	.71	.06	.49	74.68	26.93	231.5	99.68	.54	.04	.13	1.33	1.6	.66	.07	.61	8.22	.38	4.89	13.03	4.83	.18	.62	.85	135.8	.07	22.82	.08	1.35	.02	0	.34	.06	99.68	0	0	0	.69	22.84	1.51	.76
9020	8R	MCVITIES GOLDEN	100	1	Grams	1	190	21.71	38.83	18.39	.85	381.46	1604.33	6.55	15.7	57.23	0	246.81	91.46	60.95	9.74	123.5	1.24	.1	.63	251.78	24.09	169.38	43.56	1.71	.07	.13	2.14	0	2.17	.07	.79	11.05	.5	6.96	4.55	5.9	.39	2.02	1.32	165.03	3.96	30.71	3.95	.14	.04	0	.74	.14	43.56	0	0	0	1.22	38.33	.49	1.08
9021	24R	LAMB VEG POTATO	100	1	Grams	1	400	76.76	2.77	7.72	2.49	100.81	423.03	5.97	4.16	10.49	0	47.95	273.32	17.3	15.92	70.56	.88	.07	.86	70.43	4.03	13.06	1887.62	.01	.16	.06	2.82	7.08	.48	.21	.28	25.55	.37	.68	2.18	1.07	.06	.24	.2	19.85	.7	1.03	.62	0	0	.39	1.99	.13	1617.94	536.34	2.02	.11	.77	0	2.76	.95
9022	32R	CORNED BEEF HASH	100	1	Grams	1	350	71.92	1.32	7.11	.81	137.92	577.03	10.26	7.23	8.44	0	321.23	218.39	15.3	13.19	64.64	1.08	.1	2.16	608.28	7.14	16.87	21.75	.14	.09	.07	3.69	5.25	1.6	.26	.6	12.39	.28	.89	2.53	2.06	.1	1.77	.33	33.25	.3	.64	.16	.01	0	.19	.68	.05	21.75	0	0	.35	.73	0	1.32	1.63
9023	27R	CHICKEN & VEG CA	100	1	Grams	1	400	76.66	1.57	2.48	.78	112.53	470.91	11.76	5.58	4.06	0	310.38	161.07	15.95	13.4	99.96	.5	.03	.53	399.09	6.3	0	1243.69	0	.05	.09	6.11	.49	.15	.26	.18	6.65	.53	1.54	1.74	2.36	.2	.85	.1	39.86	.47	.61	.34	.06	0	.07	.7	.06	1057.83	371.71	0	.09	.41	.42	1.15	1.87
9024	27R	CHICKEN, SPINACH	100	1	Grams	1	400	74.05	.46	4.48	.68	118.8	498.99	16.09	3.94	4.94	0	53.19	276.41	19.21	20.22	112.75	.86	.13	1.17	69.28	6.26	26.26	259.64	0	.09	.1	6.77	3.71	.45	.33	.21	16.55	.67	2.16	1.21	1.64	.17	.59	.07	50.94	.14	.16	.09	0	0	.07	.54	.07	258.29	0	2.63	.26	.6	0	.46	2.57
9025	9R	INSTANT DESSERT	100	1	Grams	1	200	82.14	7.33	3.49	.18	70.5	296.27	.43	3.11	10.83	0	198.36	11.54	3.6	1.98	117.21	.09	.03	.07	8.11	0	0	0	0	0	0	.09	0	.03	0	0	0	.05	0	2.86	.04	0	.03	0	.18	0	6.9	0	.39	0	0	.18	.01	0	0	0	0	.09	6.92	.41	.06
9026	8A	APPLE TURNOVER F	100	1	Grams	1	150	36.2	17.08	22.4	2.02	343.29	1435.17	2.99	20.34	39.49	0	235.86	101.5	43.93	8.18	38.41	.69	.07	.25	376.87	6.37	66.59	116.34	.87	.07	.01	1.16	.52	.94	.09	0	3.42	.06	.49	8.39	7.61	.07	1.62	1.37	39.14	1.01	12.58	3.33	.11	.05	0	1.88	.22	112.54	0	7.6	0	.68	13.52	3.56	.51
9027	23R	BEEF AND PORK ME	100	1	Grams	1	400	61.82	1.1	12.34	1.16	201.95	844.24	11.87	11.57	13.45	0	42.09	347.07	17.03	19.59	111.62	1.02	.1	1.68	71.56	10.02	14.77	5.46	.5	.29	.1	5.2	5.01	1.35	.39	.74	27.13	.71	3.4	2.85	5.03	.51	2.13	.21	57.68	.3	.44	.18	0	0	.17	1.01	.08	5.46	0	0	.22	.79	0	1.1	1.9
9028	27R	KOLOKASI	100	1	Grams	1	400	82.44	.98	1.91	.53	80.45	337.9	9.45	3.53	2.89	0	204.61	243.23	15.15	13.88	70.43	.47	.04	.59	260.48	10.1	17.18	45.68	0	.07	.06	4.73	3.03	1.58	.18	.11	11.29	.47	1.61	.57	.96	.07	1.7	0	20.98	.36	.11	.38	0	0	.09	.34	.06	44.33	0	2.11	.12	.35	.03	.94	1.51
9029	23R	VEGETABLE STEW W	100	1	Grams	1	400	81.93	2.6	10.26	2.33	65.04	276.08	2.76	.62	12.87	0	191.56	180.24	19.92	11.56	39.17	.78	.04	.4	257.28	2.94	.06	730.2	0	.1	.02	1.29	4.07	.26	.17	.03	23.63	.2	.14	.2	.11	.04	.14	.01	1.94	.35	1.3	.3	0	0	.63	1.98	.13	644.8	170.08	0	.02	.76	0	2.59	.44
9030	38A	CHIPS STRAIGHT C	100	1	Grams	1	300	47.13	.86	23.91	2.3	311.33	1293.86	3.02	22.87	24.77	0	10.08	518.59	7.2	24.48	53.29	.57	.11	.43	95.07	6.8	0	9497.48	0	.25	.01	1.26	15.84	7.57	.57	0	30.25	.4	0	10.3	9.4	.11	1.93	0	0	.28	.43	.14	0	0	0	1.87	.14	6783.91	5427.13	0	0	.57	0	.86	.47
9031	50B	WHEAT AND YOGURT	100	1	Grams	1	500	93.62	1.56	.44	.41	28.43	118.83	1.75	1.54	2.01	0	68.09	62.86	45.78	10.62	55.8	.2	.02	.4	114.44	10.94	16.27	3.5	.14	.02	.05	.71	.22	.3	.05	.08	5.86	.11	.95	.79	.29	.01	.23	.06	3.22	0	.15	0	1.01	0	.37	.44	.18	3.5	0	0	0	.2	0	1.56	.27
9032	6R	NESTLE CINNAMON	100	1	GRAMS	1	80	5.1	32.1	46.2	4.2	422	1783	5.7	11.7	78.3	0	700	210	40	88	320	14	.44	2.5	220	1	800	0	4.2	1.2	1.4	17	50	1.2	1.7	0	350	.8	7	1.5	2.76	.26	6.68	0	0	3.8	20	4.8	0	0	3.5	3.7	2.3	0	0	0	0	14	32.1	0	.97
9033	27R	CHICKEN CURRY WI	100	1	Grams	1	400	58.34	8.45	.06	3.65	211.39	880.35	12.36	14.41	8.52	0	198.6	356.59	74	44.22	114.19	6.11	.21	1.22	194.34	4.6	109.29	63.09	.04	.07	.13	5.35	3.63	.54	.19	.18	12.65	.48	1.88	8.44	3.36	.18	1.21	.39	55.19	2.56	2.76	2.73	.4	0	0	3.18	.76	62.23	0	1.61	.19	5.91	2.93	5.52	1.98
9034	16B	LEEK AND MUSHROO	100	1	Grams	1	310	55.86	2.11	18.22	1.4	233.97	978.3	8.35	13.85	20.34	0	281.26	141.5	135.9	13.25	143	1.06	.09	.82	456.08	21.26	125.15	198.06	1.28	.09	.17	2.62	1.49	.87	.11	.62	19.95	.5	5.43	5.81	4.21	.07	1.04	1.57	111.84	.35	.26	.32	.92	.04	.2	1.11	.17	198.06	0	0	0	1.06	0	2.11	1.35
9035	8R	CHELSEA BUNS WIT	100	1	Grams	1	190	21.05	28.97	35	2.61	331.95	1404.99	7.33	6.98	63.98	0	238.67	266.5	107.82	20.03	122.47	1.7	.2	.68	398.78	14.92	77.88	24.24	.66	.15	.14	2.51	.18	2.31	.18	.37	60.79	.47	6.33	1.49	1.77	.05	2.56	.32	48.75	4.23	19.24	4.21	1.18	.09	0	1.89	.31	24.24	0	0	0	1.68	23.1	5.87	1.23
9036	37G	VEG PIE (1CRUST)	100	1	Grams	1	400	70.92	4.52	10.21	2.11	132.32	555.34	5.03	6.32	14.74	0	144.19	210.58	122.57	14.67	111.01	.62	.04	.55	250.2	9.38	48.16	583.76	.41	.07	.1	1.43	8.17	.72	.12	.22	33.09	.26	1.32	2.86	1.82	.09	.42	.7	19.7	.6	1.28	.51	1.73	.01	.33	2.01	.17	525.34	116.84	0	0	.62	0	4.52	.8
9037	9R	APPLE LASAGNE WI	100	1	Grams	1	200	74.95	14.23	5.01	1.07	95.71	409.22	3.03	1.36	19.24	0	55.86	197.65	97.86	12.18	83.69	.23	.03	.38	95.37	11.53	16	12.82	0	.04	.13	.84	4.73	.12	.08	.33	5.9	.2	1.86	.79	0	.34	.05	.06	5.33	2.4	4.34	3.58	3.86	.01	0	.75	.03	10.32	0	4.69	0	.23	5.45	8.77	.48
9038	9R	PANCAKES MADE WI	100	1	Grams	1	200	62.55	2.23	25.45	1.2	160.01	677.24	7.23	3.08	27.69	0	53.04	132.66	101.72	13.66	116.78	1.15	.06	.64	99.39	18.95	45.15	0	.41	.1	.15	2.25	.27	.26	.12	.69	11.23	.48	5.74	.77	.98	.03	.52	.02	92.2	.16	.1	.16	1.72	.06	0	1.03	.2	0	0	0	0	1.15	0	2.23	1.19
9039	50R	HAM & MUSHROOM S	100	1	Grams	1	150	82.31	.58	.25	.46	89.02	370.22	6.2	6.79	.84	0	681.76	146.65	35.37	9.24	104.89	.46	.11	.66	714.8	3.36	44.65	38.85	.15	.19	.16	3.56	.2	.64	.18	.22	28.86	.53	2.56	3.1	1.84	.11	1.09	.2	23.65	.11	.1	.03	.35	0	0	.22	.02	38.85	0	0	.09	.37	.18	.39	.98
9040	54B	PLESMET IRON SYR	1	1	TEASPOON	1	1	1.7	3.3	0	0	12	53	0	0	3.3	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3	0	0	0	0	0	0	0	0	0	0	25	3.3	0	0
9041	23R	STEWING STEAK WI	100	1	Grams	1	400	79.93	2.77	4.6	2.17	79.68	335.56	6.57	2.85	7.38	0	264.07	207.14	28.64	15.14	68.1	.92	.04	1.44	391.13	4.4	.47	415.96	.09	.06	.04	2.12	3.3	.35	.11	.37	16.28	.21	1.37	.97	1.14	.1	.34	.06	14.42	.63	1.25	.63	0	.12	.11	1.36	.11	360.34	109.59	1.3	.17	.75	1.48	1.29	1.05
9042	54A	SEVEN SEAS COD L	1	1	CAPSULES	1	1	0	0	0	0	5	19	0	.5	0	0	0	0	0	0	0	0	0	0	0	0	750	0	2.5	0	0	0	0	.3	0	0	0	0	0	.08	.27	.11	.01	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9043	23R	SHEPERDS PIE LEA	100	1	Grams	1	400	81.83	.61	6.08	1.02	76.67	323.24	7.51	2.38	6.69	0	79.94	202.27	10.86	11.17	65.96	.87	.09	1.69	119.61	4.14	1.04	2.57	.14	.08	.07	3.02	2.52	.14	.17	.7	17.39	.48	1.63	1.01	.9	.05	.06	.11	19.59	.17	.23	.1	0	0	.1	.72	.05	2.57	0	0	.23	.63	0	.61	1.21
9044	23R	POTATO HASH- MIN	100	1	Grams	1	400	73.25	.77	7.42	.69	126.84	531.09	10.37	6.04	8.2	0	424.66	232.24	14.35	13.81	82.77	1.2	.08	2.26	370.1	8.79	3.76	11	.37	.1	.1	4.82	2.98	.18	.3	.93	45.2	.35	2.2	2.64	2.4	.06	.16	.28	33.03	.2	.31	.13	0	0	.12	.6	.05	11	0	0	.4	.79	.05	.71	1.66
9045	23R	KIDNEY BEAN AND	100	1	Grams	1	400	64.61	3.33	8.2	4.76	133.89	565.18	16.21	2.83	11.54	0	363.84	287.08	54.27	25.61	154.04	2.21	.03	3.62	471.2	7.18	.72	57.44	.25	.13	.1	5.17	.83	.27	.19	.94	21.37	.23	2.02	.91	.98	.12	.46	.06	34.52	.29	1.85	.27	0	0	.85	3.5	.18	56.74	0	1.37	.4	1.8	.01	3.32	2.58
9046	54B	CALCIUM SANDOZ S	1	1	TEASPOON	1	1	3.5	1.5	0	0	6	24	0	0	1.5	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0
9047	8R	WHOLEMEAL FRUIT	100	1	Grams	1	140	23.41	13.97	30.99	5.04	360.96	1513.88	7.7	17.95	44.97	0	347.79	305.58	67.77	67.93	200.58	2.21	.33	1.65	547.4	12.7	185.12	77.59	1.52	.2	.08	4.37	.25	7.51	.3	.12	16.17	.39	4.76	3.73	4.23	.12	7.69	1.04	4.79	4.57	3.29	4.38	1.7	0	0	4.74	1.66	77.59	0	0	0	2.2	7	6.96	1.29
9048	32R	CORNED BEEF STEW	100	1	Grams	1	350	77.56	1.93	3.74	1.28	108.92	454.51	8.13	6.11	5.68	0	346.07	156.49	20.01	9.01	53.07	.97	.07	1.71	540.8	6.11	.84	1355.39	0	.07	.06	3.19	5.04	.59	.16	.48	24.18	.26	.7	2.1	2.92	.1	.43	.19	26.32	.59	.79	.47	0	0	.07	1.01	.08	1170.04	370.7	0	.29	.68	.01	1.91	1.3
9049	23R	COTTAGE PIE WITH	100	1	Grams	1	400	72.38	1.2	10.57	1.5	138.48	578.77	6.75	7.46	11.77	0	175.63	230.2	14.81	13.3	62.46	.93	.06	1.39	167.94	6.49	2.09	862.28	.2	.13	.06	3.02	4.12	.41	.26	.51	32.33	.34	1.18	2.11	4.05	.06	.61	.15	18.42	.27	.58	.2	0	0	.12	1.24	.09	736.56	251.3	0	.22	.71	.01	1.18	1.08
9050	25R	PORK CHOW MEIN W	100	1	Grams	1	500	78.26	1.2	9.39	1.7	103.79	435.77	5.71	4.57	10.59	0	163.47	118.43	12.58	12.62	63.74	.77	.04	.52	204.31	3.1	.75	92.58	.14	.13	.03	2.52	3.59	.64	.11	.11	6.78	.3	1.55	1.1	2.25	.12	.77	.01	13.47	.36	.37	.41	0	.05	0	.87	.16	85.94	4.5	8.34	.03	.73	.18	1.01	.93
9051	23R	MEAT BALLS IN ON	100	1	Grams	1	400	79.25	.89	.26	.39	107.03	445.74	10.62	6.67	1.15	0	488.29	129.81	15.39	8.64	77.57	1.16	.05	2.35	403.95	8.47	4.15	971.5	.41	.03	.11	4.89	.44	.22	.19	1.02	39.77	.21	2.36	2.92	2.66	.07	.18	.32	36.43	.24	.35	.21	0	0	.08	.36	.02	828.06	286.88	0	.44	.72	.05	.83	1.7
9052	23R	BEEF & MUSHROOM	100	1	Grams	1	400	67.13	.35	.2	.85	150.35	630.99	21.31	7.03	.56	0	282.16	276.18	14.58	16.55	154.83	1.84	.17	5.36	249.89	9.82	2.09	5.23	.41	.05	.24	7.4	.55	.18	.2	1.68	27.11	.7	4.26	2.71	2.86	.11	.57	.21	63.55	.1	.12	.09	0	0	.07	.43	.04	5.23	0	0	.64	1.2	.03	.32	3.42
9053	53R	SOYA ICE-CREAM V	100	1	GRAMS	1	140	70.1	18.9	3.2	0	152	641	2.3	6.7	22.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2	3.34	0	.86	0	0	3.2	15.7	0	0	0	0	0	0	0	0	0	0	0	18.9	0	.4
9054	4R	PARATHA WITH BUT	100	1	Grams	1	160	24.08	3.31	49.1	2.66	364.55	1532.11	7.75000000000001	15.19	52.42	0	154.06	189.43	103.82	23.65	132.35	1.69	.16	1.02	271.86	21.62	153.45	78.45	.13	.21	.09	2.71	.32	1.48	.16	.16	8.29	.25	1.46	9.81	3.2	.12	.32	.66	43.08	.39	.58	.39	1.95	0	0	2.01	.63	78.45	0	0	0	1.69	0	3.31	1.33
9055	1R	CORNMEAL PORRIDG	100	1	Grams	1	200	82.72	2.49	10.01	.54	80.23	338.1	2.83	2.43	12.5	0	28.55	93.85	60.07	11.19	62.7	.21	.01	.33	53.4	11.79	26.73	13.89	.01	.03	.08	.45	.78	.04	.09	.2	2.34	.19	1.48	1.33	.66	.02	.18	.09	7.26	0	0	0	2.49	0	0	.27	.02	11.52	0	4.73	0	.21	0	2.49	.44
9056	37G	VEGETABLE GOULAS	100	1	Grams	1	400	86.34	3.66	2.88	3.09	37.09	157.9	2.41	.32	6.54	0	151.25	213.38	34.26	12.42	46.09	.76	.03	.25	214.97	2.76	0	603.11	0	.09	.02	.9	13.53	.63	.12	0	16.67	.16	1.26	.06	.04	.06	.08	0	0	1.12	1	1.07	0	0	.39	2.45	.19	525.53	149.85	4.16	0	.76	0	3.65	.38
9057	34A	CANNED,COD ROE B	100	1	Grams	1	350	67.53	0	0	0	128.39	541.97	26.79	2.34	0	0	135.8	209.87	13.58	11.11	395.06	1.23	.29	4.32	271.6	64.19	97.53	0	22.22	.67	.48	5.03	0	6.88	.33	9.87	21.72	2.96	14.44	.5	.45	.6	.06	0	407.4	0	0	0	0	0	0	0	.14	0	0	0	.49	.74	0	0	4.28
9058	23R	MINCED BEEF STEW	100	1	Grams	1	400	78.35	2.16	8.43	2.4	85.26	358.72	5.33	2.69	10.59	0	275.07	238.3	28.14	14.41	56.76	.91	.06	.91	364.04	9.11	1.04	1081.94	.1	.1	.04	1.95	3.67	.61	.19	.25	21.51	.28	1.35	.85	.86	.08	.61	.07	9.2	.49	.91	.49	0	0	.24	1.82	.14	928.35	306.07	.81	.13	.77	.33	1.82	.85
9059	23R	SHEPHERDS PIE WI	100	1	Grams	1	400	78.89	1.51	5.11	1.12	103.74	433.54	6.86	5.7	6.63	0	118.58	237.02	17.98	17.38	69.95	.81	.07	1.34	172.25	8.27	13.41	529.4	.2	.11	.12	3.4	4.5	.36	.22	.52	19.74	.34	4.99	2.31	2.14	.06	.59	.19	20.06	.43	.42	.41	.14	0	.07	.91	.12	459.62	137.6	1.54	.2	.61	.01	1.49	1.12
9060	1A	MACARONI CHEESE	100	1	Grams	1	400	65.42	1.53	16.85	.91	184.51	771.01	4.69	10.72	18.39	0	344.94	70.32	108.3	10.9	125.88	.47	.04	.47	452.07	10.84	51.54	30.86	.16	.04	.06	1.32	.19	.4	.05	.17	5.74	.12	.86	5.71	3.47	.11	.47	.31	19.94	.07	.07	.07	1.22	.07	0	.7	.14	30.86	0	0	0	.47	0	1.53	.77
9061	9A	CUSTARD WITH SEM	100	1	Grams	1	310	82.18	6.02	4.52	.02	72.82	309.08	4	1.96	10.55	0	81.97	183.66	145.27	13.59	116.33	.18	0	.49	144.03	10.96	25.29	10.83	.01	.03	.19	.54	.96	0	.1	.48	5.78	.32	2.4	1.2	.52	0	.01	.09	8.43	0	0	0	6.02	0	0	0	0	10.83	0	0	0	.18	0	6.02	.61
9062	8R	CHOCOLATE CORNFL	100	1	Grams	1	190	12.69	33.77	30.86	3.55	378.04	1594.49	5.29	12.7	64.63	0	611.09	190.19	17.77	30.03	69.88	4.01	.53	.89	870.42	27.09	49.71	95.12	1.49	.48	.52	6.91	0	1.12	.68	.31	134.02	.2	2.15	7.9	2.26	.13	1.07	.58	3.4	5.81	21.55	5.87	.06	.19	.24	1.79	.33	94.33	1.43	0	0	4.01	31.56	2.2	.85
9063	50R	CHEESE SAUCE WIT	100	1	Grams	1	150	67.86	4.17	5.75	.27	185.14	772.11	8.14	12.84	9.92	0	246.88	159.09	222.51	14.69	171.65	.27	.03	.74	366.91	18.04	125.09	153.56	.49	.04	.18	1.78	.63	1.01	.1	.48	9.71	.29	2.12	6.4	3.49	.2	1.04	1	24.93	.03	.02	.03	4.05	.01	0	.23	.04	152.63	1.69	0	0	.27	0	4.17	1.28
9064	23R	BOLOGNAISE SAUCE	100	1	Grams	1	300	74.41	5.66	.03	2.68	95.94	405.2	10.35	3.72	5.7	0	48.21	563.88	22.44	19.25	109.67	1.74	.1	2.25	129.71	7.52	1.44	1414.27	.19	.17	.1	5.52	25.45	2.41	.32	.97	35.14	.74	3.7	1.48	1.36	.06	.36	.15	27	2.5	.38	2.68	0	0	.11	2.02	.19	1330.19	112	54.48	.32	1.41	0	5.66	1.67
9065	34A	VEG TUSCANY BAKE	100	1	Grams	1	350	81.63	2.19	.02	.47	93.22	388.85	10.09	4.92	2.21	0	95.69	213.35	85.74	14.86	135.08	.19	.01	.45	142.84	55.23	48.64	576.18	.03	.03	.08	2.92	2.62	.34	.13	.51	13.59	.24	1.3	2.98	1.08	.16	.12	.21	32.62	.18	.2	.17	1.53	0	.09	.36	.02	499.62	153.11	0	0	.19	0	2.19	1.6
9066	43R	PREWETTS FRUIT B	100	1	Grams	1	120	23.27	48.3	5.56	5.31	287.45	1216.29	6.2	6.71	53.87	0	46.68	660.59	127.47	57.69	143.62	1.42	.55	.85	151.13	16.3	33.76	14.47	.89	.24	.16	2.97	2.82	1.14	.25	.19	20.49	.66	9.7	2.3	2.65	.09	1.24	.07	1.45	21.57	2.37	20.65	3.64	.02	0	2.54	.83	14.47	0	0	0	1.42	20.29	28.01	1.04
9067	25R	PORK & POTATO CU	100	1	Grams	1	400	74.89	1.82	6.35	1.31	109.82	460.58	8.66	4.94	8.17	0	200.7	248.61	31.33	18.72	64.67	2.07	.1	1.11	253.34	8.69	0	3.8	.16	.2	.06	2.96	3.57	1.24	.24	.14	16.28	.4	1.64	.88	1.3	.1	2.3	0	19.38	.64	.42	.51	0	0	.24	1.23	.2	3.8	0	0	.14	1.93	.05	1.76	1.38
9068	32R	BLACK PUDDING HO	100	1	Grams	1	350	57.02	.44	34.82	.95	177.92	753.97	4.91	2.88	35.26	0	271.11	245.07	27.96	16.34	63.87	2.15	.11	.68	389.38	16.54	0	0	0	.14	.03	2.02	3.13	.21	.25	.07	25.48	.45	1.64	1.03	1.24	.02	.38	0	5.21	.12	.23	.08	0	0	0	1.23	1.23	0	0	0	.56	1.58	.03	.41	.8
9069	7R	FLAPJACKS WITH P	100	1	Grams	1	60	4.53	24.31	42.55	4.48	440.61	1854.78	7.48	17.76	66.87	0	149.55	254.81	41.58	74.92	29.05	3.46	.35	2.25	199.31	6.65	127.71	56.84	1.14	.34	.03	2.29	0	5.77	.21	0	19.35	.48	8.12	3.17	5.05	.17	7.71	.74	.28	2.51	18.93	2.51	.14	.19	0	4.58	2.99	56.84	0	0	0	3.46	23.12	1.19	1.28
9070	16B	RATATOUILLE QUIC	100	1	Grams	1	310	76.15	2.59	6.5	2.29	114.62	479.66	4.45	7.01	9.1	0	93.46	227.08	49.21	23.9	92.89	.93	.11	.65	162.35	9.2	75.2	502.17	.56	.08	.09	2.08	13.15	2.5	.16	.24	18.09	.4	3.83	1.97	1.74	.08	2.27	.34	37.18	1.04	.23	1.11	.05	0	.11	1.9	.39	437.47	20.3	108.49	0	.93	0	2.59	.72
9071	25R	PORK RISSOTTO	100	1	Grams	1	400	79.36	.67	9.91	.75	114.57	479	3.25	6.87	10.58	0	18	82.25	12.44	6.33	41.19	.26	.06	.49	20.5	2.68	.54	847.34	0	.07	.02	1.64	.51	.22	.09	.1	3.91	.22	.75	1.79	3.55	.05	.99	0	9.83	.2	.25	.16	0	0	.04	.39	.08	721.1	252.47	0	.05	.21	0	.67	.52
9072	13R	SAINSBURYS THICK	100	1	Grams	1	300	82.46	11.88	0	0	79.72	335.81	2.97	2.56	11.88	0	50.72	135.95	108.18	10.84	85.88	.1	0	.39	90.4	12.26	41.75	16.25	.01	.03	.16	.81	.93	.05	.09	.35	5.71	.27	1.86	1.62	.6	.01	.03	.11	8.75	0	7.35	0	4.53	0	0	0	0	16.25	0	0	0	.09	7.35	4.53	.46
9073	37G	CASHEWNUT ROAST	100	1	Grams	1	400	25.37	3.03	25.42	3.26	438.01	1821.49	8.07	33.2	28.46	0	273.22	344.55	63.63	82.7	197.47	2.89	.65	1.89	455.9	15.23	198.28	430.71	.18	.33	.06	2.89	15.59	1.1	.19	0	36.38	.44	4.11	15.78	11.57	.21	2.78	.88	55.95	.44	1.29	.48	0	.76	0	2.06	.69	429.32	0	2.18	0	2.89	0	3.03	1.46
9074	37G	NUT CUTLETS FRIE	100	1	GRAMS	1	200	51.6	1.3	17.3	2.7	289	1205	4.8	22.3	18.7	0	210	190	84	60	140	1.3	.32	1	340	6	0	520	0	.12	.1	2.5	1	5.2	.2	0	9	.4	7	2.01	10.85	1.77	6.44	.25	0	.3	.7	.2	0	0	.1	1.7	.5	213	614	0	0	1.3	0	1.3	.76
9075	50B	SPLIT PEA SOUP W	100	1	Grams	1	500	62.69	1.44	14.71	3.21	159.32	673.42	13.91	4.81	16.15	0	537.23	323.64	10.63	30.49	202.52	1.51	.07	1.77	653.16	3.08	0	34.23	.24	.33	.1	5.62	0	.33	.24	.22	23.93	.6	1.21	1.08	2.44	.1	.76	.01	23.57	.16	.64	0	0	0	.55	1.88	.35	32.83	2.09	0	.12	1.38	.25	1.18	2.21
9076	23R	BEEF CASSEROLE (	100	1	Grams	1	400	81.97	3.93	2.03	2.15	68.33	288.77	7.47	1.79	5.97	0	175.1	204.85	25.96	12.4	72.09	.87	.03	1.76	286.48	9.42	.34	1292.8	.12	.08	.05	2.46	14.32	.26	.11	.44	33.75	.28	.62	.53	.56	.17	.29	.03	16.43	1.29	1.28	1.24	0	0	.1	2.01	.12	1107.91	369.77	0	.19	.68	.93	2.96	1.19
9077	48C	REDUCED ALCOHOL	100	1	Grams	1	250	86.31	9.21	0	0	52.75	222.46	.24	.07	9.21	2.34	7.54	60.4	17.11	7	11.84	.91	0	.07	6.27	2.89	0	0	0	0	.01	.09	0	0	0	0	.78	0	.73	.02	0	0	.02	0	0	4.23	0	4.98	0	0	0	0	.1	0	0	0	0	.9	9.21	0	.03
9078	24R	MINCE LAMB CURRY	100	1	Grams	1	400	64.13	1.77	4.17	.82	196.59	820.18	15.78	12.31	5.95	0	43.17	259.06	29.97	20.61	105.4	3.23	.1	3.56	72.54	4.37	2.4	61.1	.37	.07	.08	4.97	2.98	.34	.18	1.38	7.61	.85	1.54	5.98	3.29	.2	.53	1.02	64.97	.77	.13	.78	0	0	.08	.53	1.17	59.67	0	2.82	.42	2.8	0	1.77	2.52
9079	23R	SHEPERDS PIE L&F	100	1	Grams	1	400	76.18	1.47	4.45	1.18	127.54	531.57	7.78	8.25	5.92	0	70.39	208.3	45.4	10.87	85.68	.88	.12	1.56	115.66	7.87000000000001	29.52	577.22	.35	.09	.13	3.4	2.58	1.41	.2	.61	17.57	.5	2.97	2.99	2.5	.12	1.76	.31	24.92	.41	.48	.31	.01	0	.26	.87	.06	496.93	160.57	0	.23	.65	.01	1.45	1.24
